1416604295.530870 101 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604295.571634 42 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604295.673032 43 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604295.774330 45 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604295.865612 36 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604295.966992 37 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604296.068529 39 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604296.170107 40 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604296.271660 42 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604296.373244 44 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604296.474740 45 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604296.566231 37 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604296.667755 38 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604296.769239 40 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604296.870735 41 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604296.972221 43 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604297.073541 44 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604297.174858 45 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604297.266188 36 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604297.367725 38 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604297.469179 39 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604297.570793 41 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604297.672360 43 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604297.773882 44 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604297.865578 36 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604297.967086 37 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604298.068612 39 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604298.170062 40 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604298.271572 42 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604298.373090 43 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604298.474667 45 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604298.576324 47 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604298.667675 38 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604298.769232 40 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604298.870765 41 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604298.972249 43 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604299.073734 44 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
1416604299.175071 45 25 10 0.000000 0.000000 1 -32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 
